item_id,item_idx
B00SNS7TZA,1940
B00Z9TKWQO,2005
B07SSZGYNR,2602
B07NQDVZP7,2552
B01BOFD6VO,2128
B017W175Y8,2096
B06ZYHGC9R,2282
B01CKGI0XA,2135
B08D3XL1KF,2745
B098815CMR,2828
B001EYUWYU,757
B00C9DL1HC,1624
B008UAGZL0,1524
B004AYCNSE,1188
B004AYCNRU,1187
B00EP2WNKY,1697
B00KRWTAR0,1816
B01GY3601E,2171
B07SNN8GV5,2599
B004R1QUIO,1251
B00D7B9M0I,1652
B00JL6N3EO,1787
B00NEU02JW,1881
B00YOGZFCO,1984
B01GH9MVWW,2150
B009VUHVPM,1556
B0039W7NKG,1057
B014GWNTCI,2059
B013OW1LCQ,2054
B013OW09WY,2053
B002BS4834,907
B00008H2IS,208
B0045L3SNQ,1175
B00000JRSB,20
B001EYUOCU,628
B09ZTV42CQ,2904
B001KYV9AK,830
B09MFFTCX8,2873
B08PFCDR3M,2794
B094WQR3H3,2824
B0C6Q5DW7M,2986
B0BG2DPCKM,2929
B0BDWVBWC9,2924
B0BWYZHH9D,2961
B0B43ZNG1V,2910
B0C7BN9G35,2988
B0BZVZVS72,2967
B0BC8J7Y3B,2922
B094B42RCJ,2822
B0BKQPPD4T,2933
B09ZQ4FG91,2903
B0C6L9RG7G,2985
B0BTX47X76,2956
B001EYUT6Q,715
B0015HYPOO,488
B003O6ED7S,1110
B00BGHUS58,1599
B00Z9TKRH8,2004
B00CMQTTZ2,1636
B0764PLDQV,2385
B07DKYN13M,2467
B00B9775W4,1584
B008B3QCJQ,1500
B007HUNYE0,1448
B0053BCML6,1329
B07NQV3X7K,2555
B0037Z0HEE,1051
B07XYPDH7T,2670
B005OGL766,1370
B07YBX5FVF,2674
B002JTX9US,1015
B001QCWS9M,846
B000R0SS3Y,428
B003NHRDPW,1101
B0041HROGG,1162
B003C1PV6M,1067
B007H2W2SC,1446
B006FTLEAK,1391
B00K0NV5J2,1793
B00B7UNO4Q,1583
B0883P3VSH,2732
B0136JPA56,2050
B07YBX4VQN,2673
B00YXO5UXG,1987
B01LPZM7VI,2206
B09BVZS8FZ,2838
B0BRR1CHDL,2951
B00DB2BI00,1654
B01BBKYM3I,2125
B0C1W4WV2B,2969
B07HYY6HNW,2507
B07HKX4ZV9,2503
B0C7DFZNTY,2989
B0BC8LWZ6J,2923
B0BKFJJ7FP,2932
B001EYUNVC,620
B002BS47L2,905
B001EYUXFS,763
B002JTX9XA,1016
B002JTX7PA,1006
B001EHD9N8,557
B001EYUO4S,626
B001EYUU2O,723
B001ELJDY8,565
B001EYUU3I,725
B001EYUU4C,727
B00005NN5A,134
B0007SL1ZI,298
B001DLVIFQ,519
B001EYUNK8,612
B001ELJPK0,599
B001EYUU38,724
B001EYUXZI,772
B07BY1MB34,2427
B07F83P199,2477
B0719KC7HN,2294
B07N5LL4YW,2540
B0BF9HZ7Z5,2927
B00HBUOVIO,1744
B002BSH3K4,915
B07X6KDQ98,2663
B07J34VHLT,2510
B008FPMBNG,1507
B082VX16VJ,2705
B08FC5TTBF,2755
B07543W7XS,2371
B0781VL8FW,2397
B09N77RFYL,2875
B0BYVN9ZK2,2965
B0C3QFBBH5,2978
B075S3WPCB,2379
B0C3BNJFBV,2973
B09NY6Z348,2878
B09G6G2DJ1,2850
B09M6V916D,2870
B0BX8VPN1L,2962
B08LT6PT1X,2773
B00DTWEOZ8,1676
B0076HD2W8,1429
B00009WAUD,226
B016XBGWAQ,2084
B08L6L6KQL,2771
B0BLFYF8K2,2938
B01GOK34SO,2153
B011JGTTJQ,2040
B07R7F4XDZ,2589
B00YQM1PNY,1986
B006P5RWCS,1406
B07P8S76BH,2573
B00O3JSRHW,1898
B009XGZTKI,1559
B07YBX6T95,2675
B00E369SDM,1684
B007W8S2MG,1467
B07R4C3X97,2583
B07YBXFDYN,2683
B00DDILSBG,1667
B01IC2A28C,2187
B07N9HYZYK,2543
B08MBKQWHB,2779
B00884S5N4,1487
B077GG9D5D,2394
B016Y3CTJQ,2085
B071CK7P1L,2296
B001G7PRM2,804
B072MQNKYV,2342
B077YDJYRY,2396
B08K39H8ST,2768
B01GY35YXO,2170
B087NN2K41,2721
B0BFT941YQ,2928
B07R4DMYZB,2585
B07R5CC51G,2586
B08BKCKQHT,2740
B07WLT1C27,2629
B07YBX7Y3P,2678
B07WSXXYDC,2638
B07SJ2P1XC,2597
B08DFB488B,2747
B01GY35HKE,2166
B0749TZ4BZ,2361
B07XC7XV6L,2664
B07K3KHFSY,2516
B007CSDEWO,1441
B001EHD96U,545
B001EYUWRC,751
B000P297JS,419
B07WS6ZFTG,2636
B071WNSD3Q,2312
B00DJRLAZ0,1670
B07X3ZWL7X,2651
B01BF9X6LO,2127
B01GKFPFZS,2152
B07BLRF329,2419
B07R9PBHP2,2591
B07WG487P9,2628
B091PJJG69,2819
B00I6E6SH6,1762
B00M796R1I,1861
B00ENRTB10,1696
B00YQ74LVM,1985
B00RZ7T8TK,1932
B09VYJWTDN,2897
B01GWHPDEW,2162
B01GW3H3U8,2158
B089QYP649,2737
B071WQ28YV,2313
B07213YKCX,2321
B06XX4D2KY,2274
B072C3VM5F,2333
B08VFQCWD9,2804
B07GRSVQ48,2492
B00Z8EBXSQ,1990
B07DML9W41,2469
B0BJ6XP2VW,2931
B0C81DPZ15,2990
B07R6NYNBJ,2588
B0BQMX92RN,2949
B00DDIRERI,1668
B00Z9TIB4Y,1995
B09C4DLF4P,2840
B09CG15F86,2844
B083GM38LQ,2707
B0B7BSBCSC,2915
B0C5K2TWD8,2981
B079Y44LDC,2412
B0B839Q9H1,2916
B09C4FG1N1,2842
B09XM8MMYD,2901
B0013RATNM,481
B001SEQWXQ,857
B005GISQX4,1359
B0053BCO00,1330
B0050SVNZ8,1289
B003O6E800,1108
B002I092MM,946
B07HYW4XMP,2506
B0099OUMAQ,1535
B004GGUAJU,1201
B07DPK5NPD,2470
B00DB2BI8M,1655
B00KIFM28A,1803
B00KTORA0K,1821
B07WZS4CTC,2644
B001EYUNYY,623
B000B9RI00,330
B002B1TDV8,899
B000EYF88G,346
B002JTX7JQ,1004
B003LJSJXW,1095
B004XV6ST4,1267
B003A0T6YS,1058
B00LV8HZH6,1851
B00K75GRQO,1798
B00L59D9HG,1846
B00NOD0OTW,1889
B00BGAA3S2,1598
B00G9X4YRM,1725
B00Z9TJHEC,2000
B01IANW08I,2186
B06Y2FNRQP,2276
B074HBNNH6,2363
B01MG8P418,2227
B00H90490Q,1743
B001ENPDJA,607
B07RBMZRP3,2593
B002FY0CM0,933
B00002SVO9,60
B00TEDK8FQ,1946
B00Z9TM1KY,2009
B017GY07L4,2090
B07NLRSN12,2546
B005FDUSTA,1350
B01GW3LRD2,2159
B09JDLC31H,2860
B071Y568B7,2317
B07NYFL6QD,2561
B002I0GF72,954
B07DKT3WJ2,2466
B08K48CCQT,2769
B0976RZHTV,2826
B07WNV98X5,2630
B00004S9AA,78
B00006FWTX,182
B00009PS24,225
B00006IJJK,187
B001BKLE58,503
B001ELJDU2,558
B00020LZAW,272
B00005ML10,132
B001EYUXIK,765
B001F8188Y,783
B001HKPUKC,820
B004ZCPKDG,1270
B004EW2PC6,1198
B005669IE2,1339
B0088TN7NW,1494
B002L8W5V6,1018
B00001X50M,32
B00CQ9L1Z6,1644
B007RNWUC4,1458
B002ACOJTY,896
B0053B5RGI,1325
B016P6KIFY,2081
B002BSA298,908
B00RSXRLUE,1928
B07YW3W8TK,2693
B00Z9TIGCG,1996
B01LW6SOV9,2208
B0C5K4M7WJ,2982
B00400OFG6,1159
B003VUO6H4,1146
B003Q6DBCO,1121
B001EYUXWQ,769
B002CVUWEY,922
B001EYUXXK,770
B003DOSRSW,1072
B002I0EH6I,950
B003O6EATE,1109
B006PP41Q8,1411
B006JKAS6G,1401
B0044XU27A,1172
B002I0GKIQ,956
B001TOQ8X4,868
B006476318,1387
B007BJNR6C,1437
B006PP3YMU,1407
B006JKARPS,1397
B00MP7SFJE,1873
B000FRV2UK,361
B01N53K730,2246
B017W175SE,2095
B0081Q58AW,1475
B0050SVPCO,1291
B00BBUCCKO,1589
B075XLGQ4V,2382
B017C6OK7S,2089
B07CD6F5PX,2433
B000BI3SIC,334
B093GLPLLB,2821
B002EQFXZA,930
B004HO6CQG,1214
B003R7JXMO,1127
B00L4SD1F8,1844
B06XHMPPLH,2267
B07SRSC8PQ,2600
B09M2CPHDL,2869
B000KRXAGE,396
B0009VXBAQ,311
B000VJRU44,454
B0029LJIFG,893
B003OZZJGS,1118
B003QCJLRM,1123
B08HB9TCVG,2760
B002AU0HZQ,898
B018JDBWQ0,2103
B006PP404Q,1409
B0050SW8AC,1297
B0073ESZ58,1428
B08MBMWTYR,2781
B008A27UMG,1496
B00E1A1SP6,1683
B00W50P4HW,1960
B00KWOSQC8,1835
B006JKASAC,1402
B0050SW2NA,1293
B00Z9TKLFQ,2003
B00JM3R6M6,1788
B006JKARP8,1396
B007AJZ5PY,1435
B00DVPMVIU,1680
B00M3D8EFU,1859
B005OGKLK4,1368
B008YTAJK0,1529
B002I094AC,948
B00PU12IDG,1919
B005ZBNXMG,1383
B00RUPKM74,1930
B01B2FAWG8,2122
B01GY35UK6,2168
B01GY35W22,2169
B07BGYLS1L,2416
B072K63ZPD,2337
B01M6C7YE8,2221
B01GY35QPU,2167
B09B14PJCG,2834
B08JHX17ZZ,2762
B08QFPS48J,2799
B094KW45JB,2823
B08FC6Y4VG,2756
B08WJPJ1NC,2807
B07HC1JR2H,2499
B09M6YFK7Y,2871
B08JPWZV6N,2766
B01N9RG3XS,2254
B07QPVTW6R,2580
B0B5VZ3358,2914
B0BH7PZ8C3,2930
B0BN2MR68R,2943
B08MBQ4DYB,2782
B074NDG5MN,2365
B00EI4V3FU,1692
B01KZUL1CA,2199
B00BGA9WK2,1595
B00KIWEMIG,1805
B00EQNP8F4,1698
B00MAM0ALA,1863
B07KRWJCQW,2518
B00VG3PUFA,1956
B00ZJRHSRW,2018
B0177G3QV4,2088
B07L5FKGQH,2525
B0091P25X0,1531
B001EYUYCU,782
B09TV1R26C,2890
B0BF5VRLHV,2926
B0BN5DC36N,2944
B0741S916M,2359
B00ZO1SO08,2025
B0721NK86L,2326
B074TRZVYZ,2367
B08XQM1QHW,2812
B007CSDCGM,1440
B007VTVRFA,1462
B007CM0K86,1438
B00HM1XPN4,1748
B00CEGCN76,1627
B00PGLF7G0,1914
B014R4KYMS,2063
B003IPCF02,1085
B0050SYUAS,1311
B09TX17ZBQ,2892
B0BL9CD53Z,2937
B09KHV33VJ,2863
B001EYUPOC,653
B0006B7DXA,292
B002I090AG,944
B009LEIUY4,1548
B009GE437W,1543
B0050SWBAE,1300
B00SA9UB7K,1937
B0171RL3P0,2086
B0714FFZD8,2291
B07NRHR43N,2556
B009GE3WUQ,1542
B00DC7G0GG,1661
B00DC7O77A,1664
B002I0K3M0,981
B01F04ZDO8,2145
B01CKGI4RM,2136
B00ZV1C600,2030
B06XS4XXFT,2271
B07N8T1K97,2541
B01NCVU39G,2260
B072LYBBWL,2340
B087SHFL9B,2724
B01NAZ49SI,2258
B07D3JX5F2,2449
B074ZCDPXN,2368
B09CB6ZXD7,2843
B01MTAVRDY,2231
B07NQCDWWN,2551
B078GLDBZX,2401
B01AC3ZD2O,2117
B003NSLGW2,1102
B00AKIPBNS,1569
B00G9AYVTG,1724
B071Y492GH,2315
B00VULDPCI,1959
B00ZM6I932,2023
B087SLFYPJ,2725
B09TSCPZJS,2888
B005QP3MGI,1373
B000ASBKHE,322
B07MPSFJG3,2532
B07VFYBMTS,2621
B08JHZHWZ3,2764
B07CRX5X9T,2442
B00KFBB2F6,1801
B0000C7GHG,248
B07BNKWG2D,2421
B07KS74Q2X,2519
B07P7M6KB3,2572
B00CA8636K,1625
B000UQCER6,448
B001TOQ8NO,865
B002BWOW54,920
B0039QJKZ8,1055
B002XVUT3M,1030
B003ZHMMEM,1156
B000FQ9QVI,356
B003O6JKLC,1115
B00267RVX4,879
B0001VNNE8,266
B0079V4GK8,1434
B009AGXH64,1538
B00CQ7CIMS,1643
B07YBXFF99,2686
B00BN5T30E,1608
B00BGA9X9W,1596
B00G0OYHCW,1720
B00DC7G2W8,1662
B00NIZLIF0,1884
B0759BV9DJ,2374
B07HVPZP1Q,2505
B003L77YKS,1094
B0030JTD7O,1036
B002IGTPK0,991
B004IK89F6,1220
B002I0IVC4,965
B008ATWGDM,1498
B009VUHVY8,1557
B009VUHW60,1558
B0088TN5FM,1490
B07XJYZTPQ,2666
B00EI4V3X2,1693
B07CMW9P4P,2439
B0053BCMAC,1328
B00KVOVBGM,1826
B00E8JZILA,1690
B0050SVNP8,1287
B00CMQTVK0,1640
B004OL4980,1242
B018QH6VVA,2105
B00DJRLDMU,1671
B071G61TRM,2300
B07ZHZBYCJ,2697
B002Z01QO2,1031
B001E91OC4,533
B000FQ9R4E,357
B003S9VNWE,1134
B000NDFFFE,405
B07DDDB4BK,2452
B002BSA3EM,911
B00C5M4I54,1623
B002JTX8OK,1009
B002JTX7Q4,1007
B001QCWSGU,851
B0050SWALO,1299
B00884S6YW,1488
B003R7JXOM,1129
B00005NZ1G,137
B001EYUOES,629
B002ST7AEU,1023
B0050SYZ2G,1315
B099M4RSVG,2832
B00ANHBJBY,1572
B00XZQ58AI,1978
B017QU5KLK,2092
B07STWQ38X,2604
B08FC5L3RG,2753
B0B5MLC7GB,2913
B0B92WG8LS,2918
B07RFZFNQT,2594
B007BGUGVO,1436
B0050SVNSU,1288
B0050SVDQ2,1280
B001EYUQJ6,677
B00DNWHEVU,1673
B00KIJ2FVU,1804
B00VMB5VFK,1957
B01JJFZ3LC,2191
B087SN6TC5,2727
B0823F9NB8,2703
B0015AARJI,486
B001KMRN0M,826
B00009KO3S,224
B002I0J5JW,971
B0721GGGS9,2324
B00K32USMU,1795
B07ZJ6RY1W,2698
B005OGPTSS,1372
B08FC5R4KV,2754
B07DFYXS9X,2454
B08XQMZK97,2815
B07FB23CTG,2478
B098NVRQW2,2830
B08Q1MFHT3,2798
B087NNZZM8,2723
B08TKH1F8B,2802
B07B9W38X1,2414
B08JHYYTMT,2763
B08YHH5QDG,2817
B087ZRQ44S,2731
B07YN82X3B,2692
B09S95BGBV,2884
B0C1W61H6N,2970
B0C3KBY56N,2974
B0C39GFK7P,2972
B09NF81J5G,2876
B09VXFP6Z6,2896
B001EYUPCO,642
B003V4AK8E,1143
B0050SY0L2,1310
B004HX1QFY,1215
B00GIK3YAO,1726
B00CJTA87A,1635
B01EW9XAKQ,2144
B015IX3X3E,2070
B002B9XB0E,900
B01FSK99PS,2146
B09K3ZY6BR,2862
B07DHNX18W,2457
B0C89J78ZW,2991
B08SRS91MB,2800
B0BPMJ8TRV,2948
B07K85PH26,2517
B09MGJXGBF,2874
B00KCCNMYW,1800
B00KUYZ7I6,1823
B01MYUCFBK,2235
B00008RUYZ,214
B00005LOXE,128
B01N6QKT7H,2249
B01N33MFPK,2240
B07HGT7JC8,2501
B071Y4V29W,2316
B0721BX7DQ,2323
B06XDZGHWK,2266
B07MLB1P21,2531
B07BHXMYV6,2417
B006UBEV4O,1413
B002BSC4RQ,912
B0015HZLVK,489
B003BLUA64,1063
B00B2QL2Y4,1578
B07PZ8NZSZ,2579
B07DYF4531,2473
B00OR7OH88,1908
B09C1PZPND,2839
B0829R3BLR,2704
B00GOZSR96,1736
B01HCFPMJY,2180
B087XRWHHL,2730
B08CG1GDR2,2742
B0017HW5LM,492
B001ELJDWA,563
B001EYUY4S,775
B003HKS156,1081
B000G75AXY,368
B001EYUOF2,630
B001EYUQTQ,685
B001EYUQDW,673
B07WWK48DV,2642
B002XH972U,1029
B004I1JTEK,1218
B001EYUQVO,689
B003S3RFAY,1132
B00BQVXUOA,1611
B003N18O5Q,1099
B004UPBXR0,1259
B00BQVXSSS,1610
B002BSA388,910
B07C2Z98W4,2429
B000FQ9YB0,358
B0C3KJJ6XS,2975
B084QDTVC6,2710
B08NDVBZ54,2790
B08F4C6HCD,2750
B00ZM5ON88,2020
B01M1DN3OO,2219
B085Y9WH8P,2712
B07PFT19MG,2576
B01GY35GIM,2165
B07DGX6FMY,2456
B06ZY6VHDD,2280
B00Z9THEAQ,1992
B07WPFV4ZW,2632
B00IAVDPSA,1767
B001ELJEH4,583
B0000ZUGZ4,252
B001ELJEGU,582
B00004RFBE,76
B001EYUPAQ,640
B001ELJE8I,578
B00006I02Z,185
B014T4J5HQ,2065
B0045Y2IVQ,1178
B00ICWO1XA,1769
B00Z9TJZAI,2002
B076ZPW7R2,2390
B07P6MD9B7,2571
B01NAGTKX3,2255
B073W2T5F6,2354
B07D3JSZ8F,2447
B079MLPDRJ,2410
B0764BLMJL,2384
B0765LLC19,2387
B07DZZXTXL,2474
B00DM2AJ0Y,1672
B00IEZ6H4G,1770
B00HGLLRV2,1745
B00XBLQCLQ,1971
B005FYJA52,1354
B0013B30SY,478
B0017Q4DGI,494
B001EYUO20,625
B0013E9HP6,479
B001G78TRW,801
B004HILZV4,1209
B004HILZUA,1207
B001EYUR5E,695
B00004U4R9,98
B00005U8TQ,154
B0086VPV86,1483
B08MBKGJVY,2778
B00AAIDNTW,1564
B003Y7RB76,1150
B08XD9D3W1,2811
B08KGB9WFB,2770
B08XD54VJY,2810
B087NMYQYG,2719
B0795GHTBC,2407
B08DF248LD,2746
B0B84TFTM5,2917
B00JVUK7AI,1790
B002I0J45C,966
B000K9OP2A,393
B07BZP7HML,2428
B005YR308S,1381
B005T5OBWY,1374
B001EYUS2G,702
B002I0J5FG,970
B008CP6RWU,1503
B008CP6MA2,1502
B07D13QGXM,2445
B07SVQ3RLC,2606
B07JBQDG17,2512
B0C6BLYZYF,2983
B000R3BNE2,431
B00009WAUL,230
B000NNDN1M,406
B001E27DLM,520
B001CM62UM,507
B001C58T46,505
B00PBIGBOU,1912
B002CZ38KA,923
B0037M5W24,1049
B000ERVMI8,345
B003VAM32E,1144
B004K6LQ9E,1229
B018K6KV68,2104
B07177727N,2293
B00BQVXVYY,1612
B015KBXBM2,2071
B00Z9LUDX4,1991
B00USM22DI,1954
B0BL65X86R,2936
B08F97Q8HS,2752
B079MRDY5V,2411
B0CHJC16TX,2995
B004MPR0ZC,1236
B003EQ3LS0,1074
B002I092YK,947
B001QCWSII,853
B0050SX00Y,1303
B00HRW8PRO,1753
B004K6LQAS,1230
B00IAVDOS6,1766
B00FXOP1MU,1718
B00C1TTF86,1619
B00FM5IY0Q,1714
B00DTY9B0O,1677
B00D5SZ04K,1651
B00CMQTUSS,1638
B00K7LY7BA,1799
B00O9GW8TC,1901
B00E5UHSX8,1689
B00AAS888S,1566
B00HTK1NCS,1754
B01H482N6E,2177
B07V6MHQVP,2619
B07VGRJDFY,2622
B0BXKJ4FTC,2963
B002BSH3KE,916
B007VYW5K6,1463
B001EYUOL6,634
B002I0J4VQ,968
B004HD55VK,1206
B07VLCRZ21,2625
B00BER9YFA,1592
B07WS18ZS3,2634
B09JDJYPD8,2859
B00XY2UYUW,1976
B004RMK57U,1254
B003O6FV8S,1112
B00M35YLLY,1856
B09R4K5ZTZ,2882
B01I5J9K4Y,2185
B000FQ2D5E,355
B00004SVXQ,89
B09KWYMQ8K,2866
B0099UC9MO,1536
B0000A09EN,236
B001EYUPOW,655
B001EBBGTS,537
B000BC38LA,333
B001QCWRZC,842
B003JBHG7C,1086
B001EHD9JW,555
B001ELJEA6,581
B07X413PQ5,2652
B000ZKBJYG,471
B001DIY14Y,515
B002DZKZ5K,927
B001TOQ8UW,866
B001ELJE9M,579
B00275EDMM,886
B004CVKGSY,1191
B000U5W3IW,443
B003O6E7DI,1107
B003R7JXO2,1128
B003ZCH7DI,1154
B003JBHG90,1087
B0B1PB5L93,2907
B003Z0BRDQ,1152
B004RIZM36,1252
B00HX1UXD8,1757
B004G5YI3U,1199
B007W5P8TE,1465
B007W5PG5U,1466
B009SPZ11Q,1554
B00O2OK4TM,1896
B01I59OFDU,2184
B01DE9DY8S,2139
B073XKXQW4,2357
B001EYUSFS,708
B004D1Z3UO,1193
B00503E9FY,1277
B09WS2QZXT,2900
B017XAGZM6,2100
B00CY58LMS,1648
B00LEB790S,1848
B01GW8WUMO,2161
B074CB2RNQ,2362
B06ZYTHKR7,2285
B01LXC1QL0,2211
B07G4YYZ1M,2486
B00CQ35C1Q,1642
B07J27TFCD,2508
B002JTX9N0,1013
B00EU61DL0,1701
B008KGN9DG,1514
B001EYUQXM,692
B003L20IPQ,1092
B0892HRCST,2735
B003BFW4OG,1062
B004LLHFAW,1233
B001V7QIDO,874
B00DE2W5XG,1669
B001D8Q5MA,514
B001TXF9ZS,869
B00M929CHE,1862
B00HVBPRUO,1755
B004HILZUU,1208
B01KUAMCV4,2197
B004Y98Q04,1269
B0044DE88O,1170
B01N4V7SNP,2244
B08VFQ3XJX,2803
B000066TS3,171
B07895QZBF,2400
B07SRWRH5D,2601
B0046A8IRC,1179
B014N4RTS4,2061
B007YZCE94,1471
B00OC1J73Y,1906
B00BCX2AZW,1591
B009NRO1J2,1551
B014278KPS,2056
B00ZKZYKMO,2019
B00ZQB28XK,2027
B084D57QLR,2709
B0BNPKCKKT,2946
B06ZZCCDP7,2288
B071X39BX9,2314
B06XBN6NCH,2262
B01NAUEFNR,2257
B00CMQTUCE,1637
B08N7RDR45,2788
B07GLYDDRG,2488
B09JDDBX8R,2857
B07DFNKHFG,2453
B07DK4T1X1,2465
B07DLNHQZX,2468
B07Y59H3K2,2671
B07G7YP27Q,2487
B07DJRFSL1,2459
B0721JJBMF,2325
B08LZ5STF6,2774
B07GP2CV85,2489
B07J3P1GJM,2511
B07DGMB3L1,2455
B07P2J6HSR,2564
B07F2C38QY,2476
B07SV4RKZ7,2605
B087SLTR2B,2726
B087NM8BB6,2718
B08F4D36D9,2751
B07ST7LY8F,2603
B07QQ8N7LL,2581
B0CB6B58Q9,2993
B08JDVKWHS,2761
B07DK1H3H5,2463
B097B8PBL5,2827
B09RWPXYJD,2883
B0118GJKIW,2034
B00DBLBMBQ,1657
B001ELJPJG,598
B0187UFI1U,2102
B01HCD4G2U,2179
B010L06UK2,2032
B07GRP33YM,2491
B017QU5G1O,2091
B00HN9LS48,1750
B00DQNF3PU,1675
B00KVP76G0,1827
B00BU3ZLJQ,1616
B00FA1CLEW,1711
B00FA1CIUE,1709
B00PUU1ZHW,1920
B00S7O6R9O,1936
B011ALF4XK,2037
B009LGO88E,1549
B073ST27MK,2353
B005N4I24Y,1366
B00F6FJCMQ,1706
B00BFOEY4I,1594
B00ZB0UDS8,2013
B00MUY0OFU,1875
B01CHU4IY4,2133
B01BEELH52,2126
B0995GXFV4,2831
B071Z2WDP8,2320
B0779JS5JC,2393
B004WIOHB4,1262
B005FMLZQQ,1352
B000UCF9TA,445
B0034ZOAO0,1046
B008L3UUPS,1517
B009AR2CAU,1539
B0088TN73M,1491
B00GN67PJ4,1734
B09NRBN9KR,2877
B09V5R5LSZ,2895
B00308JV6I,1032
B003INESJK,1084
B0051D8PGM,1322
B003YMMMFM,1151
B005OGKYVK,1369
B00YM7AKLG,1983
B00WUZUP3U,1966
B00Z9TL6KA,2007
B00W9DHUBS,1961
B00ZD99YXC,2014
B00SZ1DQFM,1943
B00KQHHDZC,1812
B00K5I323O,1797
B00CMQTUY2,1639
B07WS5R5DP,2635
B003OAE79S,1117
B004DGIYEG,1196
B007RUY1NS,1459
B00CWV550U,1647
B003ZCDV7Y,1153
B01GRY9VIY,2154
B01KX8ETK0,2198
B00Z9TMH1W,2012
B072K73141,2338
B00182CIB8,496
B0BN2FNKLM,2942
B003JVCA9Q,1090
B002I0J8KS,972
B002I0K622,983
B004Q8L46G,1245
B00M3D8GIU,1860
B0050SW33E,1294
B0050SW7PI,1296
B003EZ1KGQ,1075
B0036F0V4G,1048
B004C4U1VI,1190
B01M0ROFJ1,2216
B09DLBC6B1,2846
B072NCKJR7,2343
B06ZY9R6P1,2281
B01LD7MR2C,2202
B01GWHR1TC,2163
B072LWBYDV,2339
B07XNVN88K,2667
B07V3T7WF1,2616
B008B2ZKK4,1499
B0036EWMIK,1047
B005JQNEO4,1363
B07WWJDWY3,2641
B06XP8FMM2,2269
B0BF1BQ3D2,2925
B09FBW2988,2848
B08MBG5254,2775
B000F2DE8S,348
B000R3BN4M,430
B002VFQ2IQ,1025
B002CZ918S,925
B0077LRPSA,1430
B004L4G8UC,1232
B00DCQ5A40,1666
B002JTX5RK,993
B00269QLI8,883
B000OLXX86,413
B003BRJJAQ,1064
B001QCWS92,845
B004GUTRYK,1202
B0055Q175G,1335
B003XF2SYK,1148
B002I0H79C,961
B00ZS1SRO2,2028
B01GY3651O,2173
B075S5CYZR,2381
B00B7UHWB2,1582
B0728H6KPV,2331
B01NASEX0C,2256
B077TB64KB,2395
B06XHVJY3T,2268
B000IONGU4,388
B003INEQ2O,1083
B007GYBTGW,1445
B0072A4JVW,1426
B0088TN7HI,1493
B0711ZH7GX,2290
B00005V9NK,159
B001EYUPLK,650
B00004S9AF,79
B001EYUS2Q,703
B09KTV12WR,2865
B007PY3ZPG,1456
B07L3D7C21,2524
B0BRSZ7VL8,2952
B001ELJDUC,559
B000047GEI,74
B00CSIB3PS,1645
B0050SYY5E,1312
B005IU8A5O,1362
B001EYUQT6,683
B001ELJE88,577
B001EYUQVE,688
B001EYUQ8M,667
B00F27JGVA,1704
B07ZGJB3WG,2696
B001ELJPSC,604
